CODE;PARENT_CODE;TYPE_CODE;NAME.RU.NAME;NAME.EN.NAME;NAME.UA.NAME;EXT.YAMARKET.0;EXT.ZIP.0;LONGITUDE;LATITUDE;EXT.ZIP_LOWER
0000028023;;COUNTRY;Р РѕСЃСЃРёСЏ;Russian Federation;;225;;;;
0000028024;0000028023;COUNTRY_DISTRICT;Р¦РµРЅС‚СЂ;;;3;;;;
0000028025;0000028024;REGION;РњРѕСЃРєРѕРІСЃРєР°СЏ РѕР±Р»Р°СЃС‚СЊ;;;1;;;;
0000028026;0000028024;REGION;Р‘РµР»РіРѕСЂРѕРґСЃРєР°СЏ РѕР±Р»Р°СЃС‚СЊ;;;10645;;;;
0000028027;0000028024;REGION;Р�РІР°РЅРѕРІСЃРєР°СЏ РѕР±Р»Р°СЃС‚СЊ;;;10687;;;;
0000028028;0000028024;REGION;РљР°Р»СѓР¶СЃРєР°СЏ РѕР±Р»Р°СЃС‚СЊ;;;10693;;;;
0000028029;0000028024;REGION;РљРѕСЃС‚СЂРѕРјСЃРєР°СЏ РѕР±Р»Р°СЃС‚СЊ;;;10699;;;;
0000028030;0000028024;REGION;РљСѓСЂСЃРєР°СЏ РѕР±Р»Р°СЃС‚СЊ;;;10705;;;;
0000028031;0000028024;REGION;Р›РёРїРµС†РєР°СЏ РѕР±Р»Р°СЃС‚СЊ;;;10712;;;;
0000028032;0000028024;REGION;РћСЂР»РѕРІСЃРєР°СЏ РѕР±Р»Р°СЃС‚СЊ;;;10772;;;;
0000028033;0000028024;REGION;Р СЏР·Р°РЅСЃРєР°СЏ РѕР±Р»Р°СЃС‚СЊ;;;10776;390000;;;
0000028034;0000028024;REGION;РЎРјРѕР»РµРЅСЃРєР°СЏ РѕР±Р»Р°СЃС‚СЊ;;;10795;;;;
0000028035;0000028024;REGION;РўР°РјР±РѕРІСЃРєР°СЏ РѕР±Р»Р°СЃС‚СЊ;;;10802;392000;;;
0000028036;0000028024;REGION;РўРІРµСЂСЃРєР°СЏ РѕР±Р»Р°СЃС‚СЊ;;;10819;;;;
0000028037;0000028024;REGION;РўСѓР»СЊСЃРєР°СЏ РѕР±Р»Р°СЃС‚СЊ;;;10832;;;;
0000028038;0000028024;REGION;РЇСЂРѕСЃР»Р°РІСЃРєР°СЏ РѕР±Р»Р°СЃС‚СЊ;;;10841;;;;
0000028039;0000028024;REGION;Р‘СЂСЏРЅСЃРєР°СЏ РѕР±Р»Р°СЃС‚СЊ;;;10650;;;;
0000028040;0000028024;REGION;Р’РѕСЂРѕРЅРµР¶СЃРєР°СЏ РѕР±Р»Р°СЃС‚СЊ;;;10672;;;;
0000028041;0000028024;REGION;Р’Р»Р°РґРёРјРёСЂСЃРєР°СЏ РѕР±Р»Р°СЃС‚СЊ;;;10658;;;;
0000028042;0000028023;COUNTRY_DISTRICT;РЎРµРІРµСЂРѕ-Р—Р°РїР°Рґ;;;17;;;;
0000028043;0000028042;REGION;Р›РµРЅРёРЅРіСЂР°РґСЃРєР°СЏ РѕР±Р»Р°СЃС‚СЊ;;;10174;;;;
0000028044;0000028042;REGION;Р РµСЃРїСѓР±Р»РёРєР° РљРѕРјРё;;;10939;;;;
0000028045;0000028042;REGION;Р РµСЃРїСѓР±Р»РёРєР° РљР°СЂРµР»РёСЏ;;;10933;;;;
0000028046;0000028042;REGION;Р’РѕР»РѕРіРѕРґСЃРєР°СЏ РѕР±Р»Р°СЃС‚СЊ;;;10853;;;;
0000028047;0000028042;REGION;РђСЂС…Р°РЅРіРµР»СЊСЃРєР°СЏ РѕР±Р»Р°СЃС‚СЊ;;;10842;;;;
0000028048;0000028042;REGION;РњСѓСЂРјР°РЅСЃРєР°СЏ РѕР±Р»Р°СЃС‚СЊ;;;10897;;;;
0000028049;0000028042;REGION;РљР°Р»РёРЅРёРЅРіСЂР°РґСЃРєР°СЏ РѕР±Р»Р°СЃС‚СЊ;;;10857;;;;
0000028050;0000028042;REGION;РџСЃРєРѕРІСЃРєР°СЏ РѕР±Р»Р°СЃС‚СЊ;;;10926;;;;
0000028051;0000028042;REGION;РќРѕРІРіРѕСЂРѕРґСЃРєР°СЏ РѕР±Р»Р°СЃС‚СЊ;;;10904;;;;
0000028052;0000028042;REGION;РќРµРЅРµС†РєРёР№ Р°РІС‚РѕРЅРѕРјРЅС‹Р№ РѕРєСЂСѓРі;;;10176;166000;;;
0000028053;0000028023;COUNTRY_DISTRICT;Р®Рі;;;26;;;;
0000028054;0000028053;REGION;РљСЂР°СЃРЅРѕРґР°СЂСЃРєРёР№ РєСЂР°Р№;;;10995;;;;
0000028055;0000028053;REGION;Р’РѕР»РіРѕРіСЂР°РґСЃРєР°СЏ РѕР±Р»Р°СЃС‚СЊ;;;10950;;;;
0000028056;0000028053;REGION;Р РѕСЃС‚РѕРІСЃРєР°СЏ РѕР±Р»Р°СЃС‚СЊ;;;11029;;;;
0000028057;0000028053;REGION;РђСЃС‚СЂР°С…Р°РЅСЃРєР°СЏ РѕР±Р»Р°СЃС‚СЊ;;;10946;;;;
0000028058;0000028053;REGION;Р РµСЃРїСѓР±Р»РёРєР° РђРґС‹РіРµСЏ;;;11004;385000;;;
0000028059;0000028053;REGION;Р РµСЃРїСѓР±Р»РёРєР° РљР°Р»РјС‹РєРёСЏ;;;11015;;;;
0000028060;0000028023;COUNTRY_DISTRICT;РЎРµРІРµСЂРЅС‹Р№ РљР°РІРєР°Р·;;;102444;;;;
0000028061;0000028060;REGION;Р РµСЃРїСѓР±Р»РёРєР° Р”Р°РіРµСЃС‚Р°РЅ;;;11010;368000;;;
0000028062;0000028060;REGION;РљР°Р±Р°СЂРґРёРЅРѕ-Р‘Р°Р»РєР°СЂСЃРєР°СЏ Р РµСЃРїСѓР±Р»РёРєР°;;;11013;;;;
0000028063;0000028060;REGION;Р РµСЃРїСѓР±Р»РёРєР° РЎРµРІРµСЂРЅР°СЏ РћСЃРµС‚РёСЏ-РђР»Р°РЅРёСЏ;;;11021;;;;
0000028064;0000028060;REGION;РЎС‚Р°РІСЂРѕРїРѕР»СЊСЃРєРёР№ РєСЂР°Р№;;;11069;;;;
0000028065;0000028060;REGION;Р РµСЃРїСѓР±Р»РёРєР° Р�РЅРіСѓС€РµС‚РёСЏ;;;11012;386000;;;
0000028066;0000028060;REGION;РљР°СЂР°С‡Р°РµРІРѕ-Р§РµСЂРєРµСЃСЃРєР°СЏ Р РµСЃРїСѓР±Р»РёРєР°;;;11020;;;;
0000028067;0000028060;REGION;Р§РµС‡РµРЅСЃРєР°СЏ Р РµСЃРїСѓР±Р»РёРєР°;;;11024;;;;
0000028068;0000028023;COUNTRY_DISTRICT;РџРѕРІРѕР»Р¶СЊРµ;;;40;;;;
0000028069;0000028068;REGION;Р РµСЃРїСѓР±Р»РёРєР° РњРѕСЂРґРѕРІРёСЏ;;;11117;;;;
0000028070;0000028068;REGION;Р РµСЃРїСѓР±Р»РёРєР° РўР°С‚Р°СЂСЃС‚Р°РЅ;;;11119;420000;;;
0000028071;0000028068;REGION;Р РµСЃРїСѓР±Р»РёРєР° РњР°СЂРёР№ Р­Р»;;;11077;;;;
0000028072;0000028068;REGION;РљРёСЂРѕРІСЃРєР°СЏ РѕР±Р»Р°СЃС‚СЊ;;;11070;610000;;;
0000028073;0000028068;REGION;РќРёР¶РµРіРѕСЂРѕРґСЃРєР°СЏ РѕР±Р»Р°СЃС‚СЊ;;;11079;;;;
0000028074;0000028068;REGION;РЈРґРјСѓСЂС‚СЃРєР°СЏ Р РµСЃРїСѓР±Р»РёРєР°;;;11148;;;;
0000028075;0000028068;REGION;Р§СѓРІР°С€СЃРєР°СЏ Р РµСЃРїСѓР±Р»РёРєР°;;;11156;;;;
0000028076;0000028068;REGION;РЎР°РјР°СЂСЃРєР°СЏ РѕР±Р»Р°СЃС‚СЊ;;;11131;;;;
0000028077;0000028068;REGION;РџРµСЂРјСЃРєРёР№ РєСЂР°Р№;;;11108;614000;;;
0000028078;0000028068;REGION;РџРµРЅР·РµРЅСЃРєР°СЏ РѕР±Р»Р°СЃС‚СЊ;;;11095;;;;
0000028079;0000028068;REGION;РћСЂРµРЅР±СѓСЂРіСЃРєР°СЏ РѕР±Р»Р°СЃС‚СЊ;;;11084;460000;;;
0000028080;0000028068;REGION;Р РµСЃРїСѓР±Р»РёРєР° Р‘Р°С€РєРѕСЂС‚РѕСЃС‚Р°РЅ;;;11111;450000;;;
0000028081;0000028068;REGION;РЈР»СЊСЏРЅРѕРІСЃРєР°СЏ РѕР±Р»Р°СЃС‚СЊ;;;11153;433000;;;
0000028082;0000028068;REGION;РЎР°СЂР°С‚РѕРІСЃРєР°СЏ РѕР±Р»Р°СЃС‚СЊ;;;11146;410000;;;
0000028083;0000028023;COUNTRY_DISTRICT;РЈСЂР°Р»;;;52;;;;
0000028084;0000028083;REGION;РўСЋРјРµРЅСЃРєР°СЏ РѕР±Р»Р°СЃС‚СЊ;;;11176;;;;
0000028085;0000028083;REGION;РЎРІРµСЂРґР»РѕРІСЃРєР°СЏ РѕР±Р»Р°СЃС‚СЊ;;;11162;620000;;;
0000028086;0000028083;REGION;РљСѓСЂРіР°РЅСЃРєР°СЏ РѕР±Р»Р°СЃС‚СЊ;;;11158;641000;;;
0000028087;0000028083;REGION;РЇРјР°Р»Рѕ-РќРµРЅРµС†РєРёР№ Р°РІС‚РѕРЅРѕРјРЅС‹Р№ РѕРєСЂСѓРі;;;11232;629000;;;
0000028088;0000028083;REGION;РҐР°РЅС‚С‹-РњР°РЅСЃРёР№СЃРєРёР№ Р°РІС‚РѕРЅРѕРјРЅС‹Р№ РѕРєСЂСѓРі;;;11193;;;;
0000028089;0000028083;REGION;Р§РµР»СЏР±РёРЅСЃРєР°СЏ РѕР±Р»Р°СЃС‚СЊ;;;11225;454000;;;
0000028090;0000028023;COUNTRY_DISTRICT;РЎРёР±РёСЂСЊ;;;59;;;;
0000028091;0000028090;REGION;Р�СЂРєСѓС‚СЃРєР°СЏ РѕР±Р»Р°СЃС‚СЊ;;;11266;;;;
0000028092;0000028090;REGION;РљСЂР°СЃРЅРѕСЏСЂСЃРєРёР№ РєСЂР°Р№;;;11309;;;;
0000028093;0000028090;REGION;Р—Р°Р±Р°Р№РєР°Р»СЊСЃРєРёР№ РєСЂР°Р№;;;21949;;;;
0000028094;0000028090;REGION;РљРµРјРµСЂРѕРІСЃРєР°СЏ РѕР±Р»Р°СЃС‚СЊ;;;11282;;;;
0000028095;0000028090;REGION;РќРѕРІРѕСЃРёР±РёСЂСЃРєР°СЏ РѕР±Р»Р°СЃС‚СЊ;;;11316;;;;
0000028096;0000028090;REGION;РћРјСЃРєР°СЏ РѕР±Р»Р°СЃС‚СЊ;;;11318;;;;
0000028097;0000028090;REGION;РўРѕРјСЃРєР°СЏ РѕР±Р»Р°СЃС‚СЊ;;;11353;;;;
0000028098;0000028090;REGION;РђР»С‚Р°Р№СЃРєРёР№ РєСЂР°Р№;;;11235;;;;
0000028099;0000028090;REGION;Р РµСЃРїСѓР±Р»РёРєР° Р‘СѓСЂСЏС‚РёСЏ;;;11330;670000;;;
0000028100;0000028090;REGION;Р РµСЃРїСѓР±Р»РёРєР° РҐР°РєР°СЃРёСЏ;;;11340;655000;;;
0000028101;0000028090;REGION;Р РµСЃРїСѓР±Р»РёРєР° РўС‹РІР°;;;10233;660000;;;
0000028102;0000028090;REGION;Р РµСЃРїСѓР±Р»РёРєР° РђР»С‚Р°Р№;;;10231;649000;;;
0000028103;0000028023;COUNTRY_DISTRICT;Р”Р°Р»СЊРЅРёР№ Р’РѕСЃС‚РѕРє;;;73;;;;
0000028104;0000028103;REGION;РҐР°Р±Р°СЂРѕРІСЃРєРёР№ РєСЂР°Р№;;;11457;;;;
0000028105;0000028103;REGION;РђРјСѓСЂСЃРєР°СЏ РѕР±Р»Р°СЃС‚СЊ;;;11375;675000;;;
0000028106;0000028103;REGION;РљР°РјС‡Р°С‚СЃРєРёР№ РєСЂР°Р№;;;11398;;;;
0000028107;0000028103;REGION;РњР°РіР°РґР°РЅСЃРєР°СЏ РѕР±Р»Р°СЃС‚СЊ;;;11403;;;;
0000028108;0000028103;REGION;Р РµСЃРїСѓР±Р»РёРєР° РЎР°С…Р° (РЇРєСѓС‚РёСЏ);;;11443;;;;
0000028109;0000028103;REGION;РџСЂРёРјРѕСЂСЃРєРёР№ РєСЂР°Р№;;;11409;;;;
0000028110;0000028103;REGION;РЎР°С…Р°Р»РёРЅСЃРєР°СЏ РѕР±Р»Р°СЃС‚СЊ;;;11450;693000;;;
0000028111;0000028103;REGION;Р•РІСЂРµР№СЃРєР°СЏ Р°РІС‚РѕРЅРѕРјРЅР°СЏ РѕР±Р»Р°СЃС‚СЊ;;;10243;;;;
0000028112;0000028103;REGION;Р§СѓРєРѕС‚СЃРєРёР№ Р°РІС‚РѕРЅРѕРјРЅС‹Р№ РѕРєСЂСѓРі;;;10251;;;;
0000028114;0000028053;REGION;РљСЂС‹Рј;;;977;;;;
0000028132;0000028025;CITY;Р”РѕРјРѕРґРµРґРѕРІРѕ;;;10725;142000;;;142000,142001,142044,142030,142060,142073,142031,142063,142006,142074,142034,142050,142062,142033,142032,142052,142046,142040,142061,142007,142072,142005,142004,142002,142003,142064,142042
0000029945;0000028025;CITY;Р‘СЂРѕРЅРЅРёС†С‹;;;10717;140170;;;
0000030048;0000028025;CITY;Р–СѓРєРѕРІСЃРєРёР№;;;20571;140180;;;140180,140160
0000030138;0000028025;CITY;Р”СѓР±РЅР°;;;215;141980;;;141982,141980,141981,141983,141986,141985
0000030318;0000028025;CITY;РљРѕСЂРѕР»РµРІ;;;20728;141060;;;141073,141071,141080,141070,141075,141077,141062,141090,141068,141065,141067,141076,141091,141060,141069,141074
0000030784;0000028025;CITY;Р�РІР°РЅС‚РµРµРІРєР°;;;21623;141280;;;141280,141282,141284,141281
0000030901;0000028025;CITY;Р—РІРµРЅРёРіРѕСЂРѕРґ;;;10729;143180;;;143180,143069,143035,143058,143036
0000031038;0000028025;CITY;РљР»РёРјРѕРІСЃРє;;;37147;142180;;;142180,142184,142182,142181
0000031209;0000028025;CITY;Р РµСѓС‚РѕРІ;;;21621;143960;;;143968,143964,143960,143969,143965,143966
0000031255;0000028025;CITY;РљСЂР°СЃРЅРѕР·РЅР°РјРµРЅСЃРє;;;21647;143090;;;
0000031298;0000028025;CITY;Р›РѕР±РЅСЏ;;;21641;141730;;;141730,141055,141734,141733
0000031513;0000028025;CITY;Р›С‹С‚РєР°СЂРёРЅРѕ;;;21630;140074;;;140080,140083,140082,140081
0000031541;0000028025;CITY;РџСЂРѕС‚РІРёРЅРѕ;;;20576;142280;;;142280,142281
0000031598;0000028025;CITY;РџСѓС‰РёРЅРѕ;;;217;142290;;;
0000031666;0000028025;CITY;Р¤СЂСЏР·РёРЅРѕ;;;21619;141190;;;141191,141190,141195,141196
0000031716;0000028025;CITY;Р­Р»РµРєС‚СЂРѕСЃС‚Р°Р»СЊ;;;20523;144000;;;144005,144011,144001,144009,144000,144002,144010,144008,144007,144004,144012,144003,144006
0000031861;0000028025;CITY;РљСЂР°СЃРЅРѕР°СЂРјРµР№СЃРє;;;100471;141290;;;141290,141292,141291
0000031945;0000028025;CITY;Р РѕС€Р°Р»СЊ;;;21644;140730;;;140732,140730,140731
0000031992;0000028025;CITY;РћСЂРµС…РѕРІРѕ-Р—СѓРµРІРѕ;;;10745;142600;;;142608,142603,142611,142613,142602,142600,142605,142601
0000032219;0000028025;CITY;Р®Р±РёР»РµР№РЅС‹Р№;;;21620;141090;;;141091,141092,141090
0000032243;0000028025;CITY;Р”Р·РµСЂР¶РёРЅСЃРєРёР№;;;21735;140090;;;140090,140091,140093
0000032273;0000028025;CITY;РљРѕР»РѕРјРЅР°;;;10734;140400;;;140400,140414,140413,140411,140412,140415,140408,140402,140405,140406,140404,140410,140441,140407
0000032609;0000028025;CITY;РџРѕРґРѕР»СЊСЃРє;;;10747;142100;;;142116,142101,142108,142100,142134,142115,142110,142105,142111,142117,142119,142103,142106,142114,142104,142121
0000032891;0000028025;CITY;Р”РѕР»РіРѕРїСЂСѓРґРЅС‹Р№;;;214;141700;;;141707,141720,141700,141400
0000033097;0000028025;CITY;РҐРёРјРєРё;;;10758;141400;;;141410,141407,141401,141400,141408,141411,141406,141426,141420,141446,141421,141435,141345,141431,141441
0000033527;0000028025;CITY;РЎРµСЂРїСѓС…РѕРІ;;;10754;142209;;;142203,142207,142214,142201,142209,142200,142211,142205,142204,142284,142210,142206
0000033889;0000028025;CITY;Р‘Р°Р»Р°С€РёС…Р°;;;10716;143900;;;143985,143980,143989,143981,143982,143983,143987,143986,143920,143988,143912,143900,143905,143903,143902,143904,143922,143921,143930,143954,143956,143961
0000034400;0000028025;CITY;Р“РѕСЂРѕРґСЃРєРѕР№ РѕРєСЂСѓРі Р§РµСЂРЅРѕРіРѕР»РѕРІРєР°;;;;142432;;;
0000034410;0000028025;CITY;Р­Р»РµРєС‚СЂРѕРіРѕСЂСЃРє;;;37120;142530;;;142530,142531
0000034520;0000028025;CITY;РљРѕС‚РµР»СЊРЅРёРєРё;;;21651;140053;;;140053,140054,140011,140055
0000034553;0000028025;CITY;Р›РѕСЃРёРЅРѕ-РџРµС‚СЂРѕРІСЃРєРёР№;;;21635;141150;;;141150,141152,141151
0000034633;0000028025;SUBREGION;Р’РѕР»РѕРєРѕР»Р°РјСЃРєРёР№ СЂР°Р№РѕРЅ;;;;;;;
0000035146;0000034633;CITY;Р’РѕР»РѕРєРѕР»Р°РјСЃРє;;;10721;143600;;;143600,143603,143604,143602
0000035922;0000028025;SUBREGION;Р’РѕСЃРєСЂРµСЃРµРЅСЃРєРёР№ СЂР°Р№РѕРЅ;;;;;;;
0000036585;0000035922;CITY;Р’РѕСЃРєСЂРµСЃРµРЅСЃРє;;;10722;140200;;;140200,140203,140208,140204,140202,140205,140206,140209,140207
0000036891;0000028025;SUBREGION;Р”РјРёС‚СЂРѕРІСЃРєРёР№ СЂР°Р№РѕРЅ;;;;;;;
0000037994;0000036891;CITY;РЇС…СЂРѕРјР°;;;20735;141840;;;
0000038079;0000036891;CITY;Р”РјРёС‚СЂРѕРІ;;;10723;141800;;;141800,141801,141802
0000038649;0000028025;SUBREGION;Р•РіРѕСЂСЊРµРІСЃРєРёР№ СЂР°Р№РѕРЅ;;;;;;;
0000039313;0000038649;CITY;Р•РіРѕСЂСЊРµРІСЃРє;;;10727;140300;;;140300,140301,140304,140306
0000039612;0000028025;SUBREGION;Р—Р°СЂР°Р№СЃРєРёР№ СЂР°Р№РѕРЅ;;;;;;;
0000039866;0000039612;CITY;Р—Р°СЂР°Р№СЃРє;;;10728;140600;;;
0000039975;0000028025;SUBREGION;Р�СЃС‚СЂРёРЅСЃРєРёР№ СЂР°Р№РѕРЅ;;;;143500;;;
0000040724;0000039975;CITY;Р”РµРґРѕРІСЃРє;;;21627;143530;;;143532,143530
0000040939;0000039975;CITY;Р�СЃС‚СЂР°;;;10731;143500;;;143500,143502
0000041091;0000039975;CITY;Р�СЃС‚СЂР°-1;;;;143501;;;
0000041092;0000039975;CITY;РЎРЅРµРіРёСЂРё;;;;143590;;;143590,143532
0000041214;0000028025;SUBREGION;РљР°С€РёСЂСЃРєРёР№ СЂР°Р№РѕРЅ;;;;;;;
0000041522;0000041214;CITY;РљР°С€РёСЂР°;;;10732;142900;;;142901,142900,142904,142902,142908,142903
0000041717;0000041214;CITY;РљР°С€РёСЂР°-8;;;;142908;;;
0000041768;0000041214;CITY;РћР¶РµСЂРµР»СЊРµ;;;103818;142920;;;142921,142920,142900
0000041946;0000028025;SUBREGION;РљР»РёРЅСЃРєРёР№ СЂР°Р№РѕРЅ;;;;141601;;;
0000042452;0000041946;CITY;РљР»РёРЅ;;;10733;301333;;;141607,141605,141613,141604,141601,141602,141603,141606,141612,141609
0000043183;0000041946;CITY;Р’С‹СЃРѕРєРѕРІСЃРє;;;21648;141650;;;
0000043242;0000028025;SUBREGION;РљРѕР»РѕРјРµРЅСЃРєРёР№ СЂР°Р№РѕРЅ;;;;;;;
0000044140;0000028025;SUBREGION;РљСЂР°СЃРЅРѕРіРѕСЂСЃРєРёР№ СЂР°Р№РѕРЅ;;;;;;;
0000044453;0000044140;CITY;РљСЂР°СЃРЅРѕРіРѕСЂСЃРє;;;10735;694810;;;143406,143402,143404,143405,143408,143444,143403,143409,143401,143400,143443
0000044874;0000028025;SUBREGION;Р›РµРЅРёРЅСЃРєРёР№ СЂР°Р№РѕРЅ;;;;;;;
0000045110;0000044874;CITY;Р’РёРґРЅРѕРµ;;;10719;142700;;;142702,142711,142703,142700,142704,142701
0000045228;0000028025;SUBREGION;Р›РѕС‚РѕС€РёРЅСЃРєРёР№ СЂР°Р№РѕРЅ;;;;;;;
0000045489;0000028025;SUBREGION;Р›СѓС…РѕРІРёС†РєРёР№ СЂР°Р№РѕРЅ;;;;;;;
0000045978;0000045489;CITY;Р›СѓС…РѕРІРёС†С‹;;;10737;140500;;;140500,140501,140503
0000046134;0000028025;SUBREGION;Р›СЋР±РµСЂРµС†РєРёР№ СЂР°Р№РѕРЅ;;;;;;;
0000046203;0000046134;CITY;Р›СЋР±РµСЂС†С‹;;;10738;140000;;;140002,140006,140000,140007,140102,140005,140008,140009,140013,140004,140011,140014,140010,140012
0000046812;0000028025;SUBREGION;РњРѕР¶Р°Р№СЃРєРёР№ СЂР°Р№РѕРЅ;;;;;;;
0000047843;0000046812;CITY;РњРѕР¶Р°Р№СЃРє;;;10739;143200;;;
0000048075;0000028025;SUBREGION;РњС‹С‚РёС‰РёРЅСЃРєРёР№ СЂР°Р№РѕРЅ;;;;;;;
0000049473;0000048075;CITY;РњС‹С‚РёС‰Рё;;;10740;141000;;;141031,141002,141013,141009,141011,141001,141017,141005,141021,141000,141014,141004,141006,141007,141008,141015,141016
0000050283;0000028025;SUBREGION;РќР°СЂРѕ-Р¤РѕРјРёРЅСЃРєРёР№ СЂР°Р№РѕРЅ;;;;;;;
0000051349;0000050283;CITY;РќР°СЂРѕ-Р¤РѕРјРёРЅСЃРє;;;10741;143300;;;143302,143300,143306,143301
0000051773;0000050283;CITY;Р’РµСЂРµСЏ;;;37160;143330;;;
0000051872;0000050283;CITY;РђРїСЂРµР»РµРІРєР°;;;10715;143360;;;143362,143363,143369,143360
0000052061;0000028025;SUBREGION;РќРѕРіРёРЅСЃРєРёР№ СЂР°Р№РѕРЅ;;;;;;;
0000052457;0000052061;CITY;РќРѕРіРёРЅСЃРє;;;10742;142400;;;142400,142401,142408,142405,142411,142402,142407,142406,142403,142409,142410,142404,142438,142412,142430
0000053532;0000052061;CITY;Р§РµСЂРЅРѕРіРѕР»РѕРІРєР°;;;219;142432;;;142432,142404
0000053579;0000052061;CITY;РЎС‚Р°СЂР°СЏ РљСѓРїР°РІРЅР°;;;21656;142450;;;142450,142451,142455
0000053706;0000052061;CITY;Р­Р»РµРєС‚СЂРѕСѓРіР»Рё;;;21642;142455;;;142455,142401,142461,142450
0000053860;0000028025;SUBREGION;РћРґРёРЅС†РѕРІСЃРєРёР№ СЂР°Р№РѕРЅ;;;;;;;
0000054523;0000053860;CITY;РљСѓР±РёРЅРєР°;;;21625;143070;;;143070,143071,143078,143072
0000054559;0000053860;CITY;Р“РѕР»РёС†С‹РЅРѕ;;;21646;143040;;;143040,143044,143041
0000054606;0000053860;CITY;РћРґРёРЅС†РѕРІРѕ;;;10743;143000;;;143002,143005,143006,143009,143007,143003,143000,143001
0000054945;0000028025;SUBREGION;РћСЂРµС…РѕРІРѕ-Р—СѓРµРІСЃРєРёР№ СЂР°Р№РѕРЅ;;;;;;;
0000055176;0000054945;CITY;Р”СЂРµР·РЅР°;;;21643;142660;;;
0000055218;0000054945;CITY;Р›РёРєРёРЅРѕ-Р”СѓР»РµРІРѕ;;;37141;142670;;;142671,142672,142670
0000055305;0000054945;CITY;РљСѓСЂРѕРІСЃРєРѕРµ;;;37144;142620;;;142620,142621
0000055858;0000028025;SUBREGION;РћР·РµСЂСЃРєРёР№ СЂР°Р№РѕРЅ;;;;;;;
0000055977;0000055858;CITY;РћР·РµСЂС‹;;;10744;140560;;;140560,140563
0000056303;0000028025;SUBREGION;РџР°РІР»РѕРІРѕ-РџРѕСЃР°РґСЃРєРёР№ СЂР°Р№РѕРЅ;;;;;;;
0000056325;0000056303;CITY;РџР°РІР»РѕРІСЃРєРёР№ РџРѕСЃР°Рґ;;;10746;142500;;;142500,142502,142506,142505,142507,142504,142503
0000056947;0000028025;SUBREGION;РџРѕРґРѕР»СЊСЃРєРёР№ СЂР°Р№РѕРЅ;;;;;;;
0000057351;0000028025;SUBREGION;РџСѓС€РєРёРЅСЃРєРёР№ СЂР°Р№РѕРЅ;;;;;;;
0000058308;0000057351;CITY;РџСѓС€РєРёРЅРѕ;;;10748;141200;;;141200,141206,141207,141205,141202,141201,141254,141241,141240,141211,141230
0000058810;0000028025;SUBREGION;Р Р°РјРµРЅСЃРєРёР№ СЂР°Р№РѕРЅ;;;;;;;
0000060970;0000058810;CITY;Р Р°РјРµРЅСЃРєРѕРµ;;;10750;140100;;;140105,140104,140108,140109,140101,140102,140103,140124,140128,140100
0000061268;0000028025;SUBREGION;Р СѓР·СЃРєРёР№ СЂР°Р№РѕРЅ;;;;;;;
0000062152;0000061268;CITY;Р СѓР·Р°;;;10751;143100;;;143103,143100
0000062431;0000028025;SUBREGION;РЎРµСЂРіРёРµРІРѕ-РџРѕСЃР°РґСЃРєРёР№ СЂР°Р№РѕРЅ;;;;;;;
0000062869;0000062431;CITY;РљСЂР°СЃРЅРѕР·Р°РІРѕРґСЃРє;;;103816;141321;;;
0000062941;0000062431;CITY;РЎРµСЂРіРёРµРІ РџРѕСЃР°Рґ;;;10752;141300;;;141305,141303,141308,141304,141311,141313,141310,141300,141309,141302,141306,141301,141307,141327,141325,141337,141367,141364,141321,141315
0000063600;0000062431;CITY;РҐРѕС‚СЊРєРѕРІРѕ;;;21645;141370;;;141371,141372,141370,141351
0000064115;0000062431;CITY;РџРµСЂРµСЃРІРµС‚;;;103819;141320;;;
0000064143;0000062431;CITY;РЎРµСЂРіРёРµРІ РџРѕСЃР°Рґ-7;;;;141307;;;
0000064144;0000028025;SUBREGION;РЎРµСЂРµР±СЂСЏРЅРѕ-РџСЂСѓРґСЃРєРёР№ СЂР°Р№РѕРЅ;;;;;;;
0000064355;0000028025;SUBREGION;РЎРµСЂРїСѓС…РѕРІСЃРєРёР№ СЂР°Р№РѕРЅ;;;;;;;
0000065151;0000028025;SUBREGION;РЎРѕР»РЅРµС‡РЅРѕРіРѕСЂСЃРєРёР№ СЂР°Р№РѕРЅ;;;;;;;
0000066240;0000065151;CITY;РЎРѕР»РЅРµС‡РЅРѕРіРѕСЂСЃРє;;;10755;141501;;;141504,141508,141505,141506,141503,141501,141507,141530
0000066513;0000065151;CITY;РЎРѕР»РЅРµС‡РЅРѕРіРѕСЂСЃРє-7;;;;141507;;;
0000066517;0000065151;CITY;РЎРѕР»РЅРµС‡РЅРѕРіРѕСЂСЃРє-30;;;;141590;;;
0000066519;0000065151;CITY;РЎРѕР»РЅРµС‡РЅРѕРіРѕСЂСЃРє-25;;;;141525;;;
0000066520;0000065151;CITY;РЎРѕР»РЅРµС‡РЅРѕРіРѕСЂСЃРє-2;;;;141502;;;
0000066934;0000028025;SUBREGION;РЎС‚СѓРїРёРЅСЃРєРёР№ СЂР°Р№РѕРЅ;;;;;;;
0000068662;0000066934;CITY;РЎС‚СѓРїРёРЅРѕ;;;10756;142800;;;142800,142804,142802,142803
0000069340;0000028025;SUBREGION;РўР°Р»РґРѕРјСЃРєРёР№ СЂР°Р№РѕРЅ;;;;;;;
0000069763;0000069340;CITY;РўР°Р»РґРѕРј;;;10757;141900;;;141900,141901
